id,desc,tipus,is_traffic,n_lanes,district,barri,lon,lat,meta_year,years_with_counts,n_years_with_counts
20020,AV. DEL MARQUÈS DE L'ARGENTERA - COMERÇ (sentit Llobregat),Bicis,False,1,1,4,2.1846202655235,41.3843880326619,2025,"2017,2022,2023,2025",4
20021,AV. DEL MARQUÈS DE L'ARGENTERA - ANTIC DE SANT JOAN (sentit Besòs),Bicis,False,1,1,4,2.18462286547145,41.3843713871751,2025,"2017,2022,2023,2025",4
20024,AV. MERIDIANA - MALLORCA (carril BICI),bicis,False,1,10,64,2.186709,41.410397,2017,"2017,2018",2
20025,AV. MERIDIANA . VALÈNCIA (carril BICI),bicis,False,1,10,65,2.187069,41.410699,2017,"2017,2018",2
20026,ARAGÓ - CLOT (sentit Besòs),Bicis,False,1,10,65,2.189616,41.410838,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20027,ARAGÓ - NAVAS DE TOLOSA (sentit Llobregat),Bicis,False,1,10,65,2.190053,41.410882,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20028,MARINA - PUJADES (sentit mar),Bicis,False,1,10,66,2.18931,41.392946,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20029,MARINA - LLULL (sentit muntanya),Bicis,False,1,10,66,2.18931,41.392946,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
2003,TARRAGONA - VALÈNCIA  (sentit mar),Trànsit,True,4,3,15,2.14530786309372,41.378572477309,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20030,AV. ICARIA - RAMÓN TRIAS FARGAS (sentit Besòs),Bicis,False,1,10,67,2.194276,41.388799,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20031,AV. ICARIA - MARINA (sentit Llobregat),Bicis,False,1,10,67,2.194276,41.388799,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20032,ALABA - DR. TRUETA (sentit mar),Bicis,False,1,10,67,2.198629,41.392908,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20033,ALABA - AV. ICARIA (sentit muntanya),Bicis,False,1,10,67,2.198459,41.393043,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20036,TARRAGONA- ELISI (sentit muntanya) ,Bicis,False,1,3,15,2.14467097264897,41.3786265752754,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20037,TARRAGONA- SANT NICOLAU (sentit mar),Bicis,False,1,3,15,2.14469336904796,41.3786240394963,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20038,AV. PARAL·LEL - TAMARIT (sentit mar),Bicis,False,1,3,11,2.15692134449858,41.374995525156,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20039,AV. PARAL·LEL - VLLHONRAT (sentit muntanya),Bicis,False,1,3,11,2.15690513469731,41.3750099085073,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
2004,NUMÀNCIA - MARQUES DE SENTMENAT V (sentit mar),Trànsit,True,4,4,19,2.13747872461352,41.3847091760812,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20040,CALÀBRIA- GRAN VIA DE LES CORTS CATALANES (sentit mar),Bicis,False,1,2,10,2.15541465642159,41.3793082669264,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20041,CALÀBRIA- SEPÚLVEDA (sentit muntanya),Bicis,False,1,2,10,2.15543573031087,41.3793062598,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20042,RDA. SANT PAU - PARLAMENT (sentit mar),Bicis,False,1,1,1,2.16456395827791,41.3775115817424,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20043,RDA. SANT PAU - CERA (sentit muntanya),Bicis,False,1,1,1,2.16458887390361,41.3775083397758,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20044,COMTE D'URGELL - CÒRSEGA (carril BICI),bicis,False,1,2,8,2.149496,41.388927,2017,"2017,2018,2020,2021,2022,2023",6
20045,COMTE D'URGELL - ROSSELLÓ (carril BICI),bicis,False,1,2,8,2.149496,41.388927,2017,"2017,2018,2020,2021,2022,2023",6
20046,PROVENÇA - ENRIC GRANADOS (sentit Llobregat),Bicis,False,1,2,8,2.15765492183592,41.3917829748858,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20047,PROVENÇA - BALMES (sentit Besòs),Bicis,False,1,2,8,2.15766079946261,41.3918002222396,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20048,GIRONA - MALLORCA (carril BICI sentit mar),Bicis,False,1,2,7,2.168336373,41.396880195,2019,"2017,2018,2019,2020,2021,2022",6
20049,GIRONA - VALÈNCIA (carril BICI sentit muntanya),Bicis,False,1,2,7,2.16835734,41.396877644,2019,"2017,2018,2019,2020,2021,2022",6
2005,ENTENÇA - PROVENÇA  (sentit muntanya),Trànsit,True,4,2,9,2.14534608547098,41.3836075007717,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20050,FELIP II - JUAN DE GARAY (sentit mar),Bicis,False,1,9,61,2.186438,41.420692,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20051,FELIP II - SANT ANTONIO MARIÀ CLARET (sentit muntanya),Bicis,False,1,9,61,2.186438,41.420692,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20052,BAC DE RODA - PASSATGE D'OLIVÉ (sentit mar),Bicis,False,1,10,69,2.205941,41.406018,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20053,BAC DE RODA - PUJADES (sentit muntanya),Bicis,False,1,10,69,2.205941,41.406018,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20054,PUJADES - LLACUNA (sentit Llobregat),Bicis,False,1,10,68,2.199214,41.400508,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20055,PUJADES - RBLA. POBLENOU (sentit Besòs),Bicis,False,1,10,68,2.199214,41.400508,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20056,AV. MERIDIANA - LEPANT (sentit mar),Bicis,False,1,10,66,2.18675791127783,41.39624749666,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20057,AV. MERIDIANA - ALMOGÀVERS (sentit muntanya),Bicis,False,1,10,66,2.18696401691837,41.3962476921753,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
2006,ARAGÓ - ENTENÇA (sentit Llobregat),Trànsit,True,4,2,9,2.14793621,41.381069189,2019,"2017,2018,2019,2020,2021,2022,2023",7
20060,GIRONA - AUSIÀS MARC (sentit mar),Bicis,False,1,2,7,2.17590105738406,41.3911616266647,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20061,GIRONA - RDA. SANT PERE (sentit muntanya),Bicis,False,1,2,7,2.17592800638417,41.3911587571233,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20062,SELVA DE MAR - TAULAT (gir cap a sentit Llobregat),Bicis,False,1,10,69,2.213643,41.405456,2025,"2017,2018,2019,2020,2022,2023,2024,2025",8
20063,SELVA DE MAR - RAMON CALSINA (sentit Besòs),Bicis,False,1,10,69,2.213643,41.405456,2025,"2017,2018,2019,2020,2022,2023,2024,2025",8
20064,CALÀBRIA - PARIS (sentit mar),Bicis,False,1,2,9,2.14513622224331,41.3871408053839,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20065,CALÀBRIA - CÒRSEGA (sentit muntanya),Bicis,False,1,2,9,2.14514225721359,41.3871418115602,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20066,AV. VILANOVA - ROGER DE FLOR (sentit Llobregat),Bicis,False,1,1,4,2.18097132291186,41.3920271503305,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20067,AV. VILANOVA - PG. LLUÍS COMPANYS (sentit Besòs),Bicis,False,1,1,4,2.18099178184009,41.392026755508,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20068,JOSEP TARRADELLES - VILADOMAT (sentit muntanya),Bicis,False,1,4,19,2.14372932688354,41.3902952827785,2025,"2017,2019,2020,2021,2022,2023,2024,2025",8
20069,JOSEP TARRADELLES - AV. SARRIÀ (sentit mar),Bicis,False,1,4,19,2.14347280719532,41.3903374201875,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20070,VIA JÚLIA - CARRER DEL TURÓ BLAU (sentit muntanya),Bicis,False,1,8,52,2.176003,41.440024,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20071,VIA JÚLIA - FONT D'EN CANYELLES (sentit mar),Bicis,False,1,8,52,2.176171,41.440105,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20072,PG. VALLDAURA - CARRER DEL MARNE (sentit Llobregat),Bicis,False,1,8,48,2.171085,41.43866,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20073,PG. VLLDAURA - ALSÀCIA (sentit Besòs),Bicis,False,1,8,48,2.171085,41.43866,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20074,BAC DE RODA - LLULL (sentit muntanya),Bicis,False,1,10,68,2.208343,41.404151,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20075,BAC DE RODA - RAMON TURRÓ (sentit mar),Bicis,False,1,10,68,2.208343,41.404151,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20076,RAMON TURRÓ - BAC DE RODA (sentit Llobregat),Bicis,False,1,10,68,2.208204,41.403853,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20077,RAMON TURRÓ - ESPRONCEDA (sentit Besòs),Bicis,False,1,10,68,2.208204,41.403853,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20078,RAMON TURRÓ - SELVA DE MAR(sentit Llobregat),Bicis,False,1,10,69,2.21171,41.406479,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20079,RAMON TURRÓ - PROVENÇALS (sentit Besòs),Bicis,False,1,10,69,2.21171,41.406479,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
2008,AV. ROMA - CALÀBRIA  (sentit Llobregat),Trànsit,True,3,2,9,2.1497682341535,41.3832232168521,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20080,RAMON TURRÓ - PIQUER (sentit Llobregat),Bicis,False,1,10,68,2.206598,41.40261,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20081,RAMON TURRÓ - LOPE DE VEGA (sentit Besòs),Bicis,False,1,10,68,2.206598,41.40261,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20082,CIUTAT D'ASUNCIÓN - SAO PAOLO (sentit mar),Bicis,False,1,9,59,2.200619,41.438,2025,"2019,2020,2021,2022,2023,2024,2025",7
20083,CIUTAT D'ASUNCIÓN - COSTA DAURADA (sentit muntanya),Bicis,False,1,9,59,2.200619,41.438,2025,"2019,2020,2021,2022,2023,2024,2025",7
20084,SANT ADRIÀ - CIUTAT D'ASUNCIÓN (sentit Llobregat),Bicis,False,1,9,59,2.200624,41.435639,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20085,SANT ADRIÀ - FRA JUNIPER SERRA (sentit Besòs),Bicis,False,1,9,59,2.200624,41.435639,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20088,CARTAGENA - CORSEGA (sentit muntanya),Bicis,False,1,2,6,2.175666,41.410121,2025,"2019,2020,2021,2022,2023,2024,2025",7
20089,CARTAGENA - INDUSTRIA  (sentit mar),Bicis,False,1,2,6,2.175666,41.410121,2025,"2019,2020,2021,2022,2023,2024,2025",7
2009,MALLORCA - CALÀBRIA  (sentit Llobregat),Trànsit,True,3,2,9,2.14904637422425,41.3836515144813,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20090,CARTAGENA - PROVENÇA (sentit muntanya),Bicis,False,1,2,6,2.179411111,41.4072749999999,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20091,CARTAGENA - ROSSELLO (sentit mar),Bicis,False,1,2,6,2.178327778,41.40810278,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20092,CARTAGENA - ARAGO (sentit muntanya),Bicis,False,1,2,6,2.182883333,41.4046583299999,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20093,CARTAGENA - VALENCIA (sentit mar),Bicis,False,1,2,6,2.182888333,41.40465832999,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20094,TRAV. DE GRACIA - LEPANT (sentit Besòs),Bicis,False,1,7,33,2.17128,41.409851,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20095,TRAV. DE GRACIA - PADILLA (sentit Llobregat),Bicis,False,1,7,33,2.17128,41.409851,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20096,TRAV. DE GRACIA - SARDENYA (sentit Besòs),Bicis,False,1,7,33,2.168018,41.407805,2025,"2019,2020,2021,2022,2023,2024,2025",7
20097,TRAV. DE GRACIA - MARINA (sentit Llobregat),Bicis,False,1,7,33,2.168018,41.407805,2025,"2019,2020,2021,2022,2023,2024,2025",7
20098,TRAV. DE GRACIA - HIPOLIT LAZARO,Bicis,False,1,6,32,2.165016,41.405895,2025,"2019,2020,2021,2022,2023,2024,2025",7
20099,TRAV. DE GRACIA - EN GRASSOT,Bicis,False,1,6,32,2.160508,41.405473,2025,"2019,2020,2021,2022,2023,2024,2025",7
2010,BERLÍN - COMTES DE BELL.LLOC (sentit Besòs),Trànsit,True,4,3,18,2.13659629573035,41.3821747514497,2025,"2017,2020,2021,2024,2025",5
20100,TRAV. DE GRACIA - BAILEN (sentit Besòs),Bicis,False,1,6,31,2.161777,41.403868,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20101,TRAV. DE GRACIA - TORRENT DE LES FLORS (sentit Llobregat),Bicis,False,1,6,31,2.161777,41.403868,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20102,MARINA - INDUSTRIA,Bicis,False,1,2,6,2.17078,41.40721,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20103,MARINA - ROSSELLO,Bicis,False,1,2,9,2.17316668204659,41.405465246212,2025,"2021,2022,2023,2024,2025",5
20104,AV. RIO DE JANEIRO - ARGULLÒS (sentit Llobregat),Bicis,False,1,8,52,2.182741,41.440212,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20105,AV. RIO DE JANEIRO - BALTASAR GRACIÁN (sentit Besòs),Bicis,False,1,8,52,2.182741,41.440212,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20106,SELVA DE MAR - GRAN VIA (sentit mar) ,Bicis,False,1,10,71,2.202099,41.414156,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20107,SELVA DE MAR - PERÚ (sentit muntanya),Bicis,False,1,10,71,2.202099,41.414156,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20108,SELVA DE MAR - CONCILIO DE TRENTO (sentit muntanya),Bicis,False,1,10,72,2.200325,41.415458,2025,"2020,2021,2022,2023,2024,2025",6
20109,SELVA DE MAR - ANDRADE (sentit muntanya),Bicis,False,1,10,72,2.200325,41.415458,2025,"2020,2021,2022,2023,2024,2025",6
2011,TRAVESSERA DE LES CORTS - VILAMUR (Llobregat),Trànsit,True,4,4,19,2.13371166810962,41.3860268567946,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20110,AV. PAU CASALS - MESTRE NICOLAU (sentit muntanya),Bicis,False,1,5,26,2.14262529631989,41.3938291688663,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20111,AV. PAU CASALS - FONTEST (sentit mar),Bicis,False,1,5,26,2.14249131845053,41.3936476603007,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20112,PG. PUJAJDES - LLUIS COMPANYS (sentit Llobregat),Bicis,False,1,1,4,2.18291085144431,41.3885700761585,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20113,PG. PUJADES - PICASSO (sentit Besòs),Bicis,False,1,1,4,2.18291285064395,41.3885536966828,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20114,PG. PUJADES - LLUIS COMPANYS (sentit Besòs),Bicis,False,1,1,4,2.1839832780429,41.3893236888011,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20115,PG. PUJADES - ROGER DE FLOR (sentit Llobregat),Bicis,False,1,1,4,2.18398045090673,41.3893393418212,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20116,LONDRES - CALABRIA,Bicis,False,1,2,9,2.14368397732475,41.388090810084,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20117,LONDRES - VILLARROEL,Bicis,False,1,2,8,2.14735778410015,41.3908665509926,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20118,LONDRES - COMTE URGELL,Bicis,False,1,2,8,2.14701253307543,41.3905960189867,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20119,PARIS - ARIBAU,Bicis,False,1,2,8,2.152467325,41.39309299,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
2012,AV. MADRID - PORTBOU  (sentit Besòs),Trànsit,True,4,4,20,2.12645591588704,41.3778875629361,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20120,PARIS - ENRIC GRANADOS,Bicis,False,1,2,8,2.15350926,41.3938856799999,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20121,PARIS - COMTE BORRELL,Bicis,False,1,2,8,2.14787915785772,41.3896493567185,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20122,PARIS - COMTE URGELL,Bicis,False,1,2,8,2.14852566354901,41.3901338821992,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20123,PARIS - ROCAFORT,Bicis,False,1,2,9,2.14460983872414,41.3871599227319,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20124,PARIS - CALABRIA,Bicis,False,1,2,9,2.1451623737812,41.3875805029665,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20125,BORI I FONTESTA - CAN RABIA (sentit Besòs),Bicis,False,1,5,24,2.13540952999013,41.3922035470509,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20126,BORI I FONTESTA - DOCTOR FLEMING (sentit Llobregat),Bicis,False,1,5,24,2.13538519108834,41.3922078679076,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20127,BORI I FONTESTA - GANDUXER (sentit Llobregat),Bicis,False,1,5,24,2.13616906836127,41.3923940856093,2025,"2019,2020,2021,2022,2023,2024,2025",7
20128,BORI I FONTESTA - DOCTOR FLEMING (sentit Besòs),Bicis,False,1,5,24,2.13618893989347,41.3923838761784,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20129,DOCTOR FLEMING - SARRIA (sentit muntanya),Bicis,False,1,5,24,2.13598632729306,41.3920305222313,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
2013,NUMÀNCIA - ANGLESOLA  (sentit mar),Trànsit,True,3,4,19,2.13363873768197,41.3885020912706,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20130,DOCTOR FLEMING - BORI I FONTESTA  (sentit mar),Bicis,False,1,5,24,2.13597863751547,41.3920150616739,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20131,AV.AV. DIAGONAL - SARRIÀ (sentit Besòs),Bicis,False,1,4,19,2.13870563367994,41.3914771324329,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20132,AV. AV. DIAGONAL - GANDUXER (sentit Llobregat),Bicis,False,1,4,19,2.13871986286411,41.3914956142341,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20133,GANDUXER - AV. AV. DIAGONAL (sentit muntanya),Bicis,False,1,4,19,2.13910041897475,41.3918802899117,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20134,GANDUXER - BORI I FONTESTA (sentit baixada),Bicis,False,1,4,19,2.1390848240717,41.3918655810873,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20135,GANDUXER - TRES TORRES,Bicis,False,1,5,26,2.13552210482546,41.3974924192742,2025,"2019,2020,2021,2022,2023,2024,2025",7
20136,GANDUXER - PL. SANT GREGORI TAUMATURGO (sentit mar),Bicis,False,1,5,26,2.13815517697961,41.3939492604943,2025,"2019,2020,2021,2022,2023,2024,2025",7
20137,GANDUXER - BORI I FONTESTA (sentit pujada),Bicis,False,1,5,26,2.13816729527576,41.3939645739238,2025,"2019,2020,2021,2022,2023,2024,2025",7
20138,SARDENYA - VALENCIA,Bicis,False,1,2,6,2.17632853021837,41.4012006383603,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20139,SARDENYA - DIPUTACIÓ (carril BICI - sentit mar),Bicis,False,1,2,5,2.179161872,41.399038395,2019,"2018,2019,2020,2021,2022,2023",6
2014,TARRAGONA - CONSELL DE CENT (calçada Besòs),Trànsit,True,4,3,15,2.14733648474262,41.3770104507661,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20140,SARDENYA - MERIDIANA,Bicis,False,1,10,66,2.18721841785137,41.3929473384909,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20141,SARDENYA - ALMOGAVERS,Bicis,False,1,2,5,2.18655046336043,41.3934479393022,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20142,SARDENYA - ROSSELLÓ,Bicis,False,1,2,6,2.17234777365905,41.404189424292,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20143,SARDENYA - CONSELL DE CENT,Bicis,False,1,2,5,2.17811872201217,41.3998268506506,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20144,AV. AV. DIAGONAL - MARINA,Bicis,False,1,2,6,2.17729557669067,41.4011710517454,2025,"2018,2019,2020,2021,2022,2024,2025",7
20145,TAULAT-SANT FRANCESC,Bicis,False,1,10,68,2.204769,41.398654,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20146,SARDENYA - AV. AV. DIAGONAL,Bicis,False,1,2,6,2.17704522441786,41.400666012134,2025,"2018,2019,2020,2021,2022,2024,2025",7
20147,MARINA - TRAV. GRACIA,Bicis,False,1,7,33,2.169033,41.408602,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20148,AV. DIAGONAL - ARAGÓ (carril BICI - sentit Besòs),Bicis,False,1,2,6,2.176665765,41.400647764,2019,"2018,2019,2020,2021,2022",5
20149,AV. EXÈRCIT - ALFAMBRA (sentit Llobregat),Bicis,False,1,4,21,2.11202768832658,41.3868814782215,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
2015,TARRAGONA - CONSELL DE CENT (calçada Llobregat),Trànsit,True,2,3,15,2.147192326,41.376902176,2019,"2018,2019",2
20150,AV. EXÈRCIT - GRAN CAPITÀ (sentit Besòs),Bicis,False,1,4,21,2.11204804073804,41.3868624493229,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20151,GRAN CAPITÀ - AV. EXÈRCIT (sentit muntanya),Bicis,False,1,4,21,2.11170571683108,41.386846115683,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20152,GRAN CAPITÀ - SOR EULÀLIA D'ANZIZU (sentit mar),Bicis,False,1,4,21,2.1117066611756,41.3868294591101,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20153,AV. EXÈRCIT - GRAN CAPITÀ (sentit Llobregat),Bicis,False,1,4,21,2.11061926903678,41.3852286242946,2025,"2019,2020,2021,2022,2023,2024,2025",7
20154,AV. EXÈRCIT - GONZALEZ TABLAS (sentit Besòs),Bicis,False,1,4,21,2.11058642023925,41.3852255780633,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20155,TENOR VIÑAS - CALVET (sentit Llobregat),Bicis,False,1,5,26,2.14237279058503,41.3952483088507,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20156,TENOR VIÑAS - FERRAN AGULLÓ (sentit Besòs),Bicis,False,1,5,26,2.14237850802663,41.395231957835,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20157,DOCTOR FLEMING - SANTA FE DE NOU MEXIC,Bicis,False,1,5,24,2.13523203450967,41.393547391976,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20158,DOCTOR FLEMING - BORI I FONTESTA (sentit muntanya),Bicis,False,1,5,24,2.13524417591583,41.3935609043884,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20159,BORI I FONTESTA - BEETHOVEN (sentit mar),Bicis,False,1,5,26,2.13902729994367,41.3931248486071,2025,"2019,2020,2021,2022,2023,2024,2025",7
2016,ENTENÇA - DIPUTACIÓ (sentit muntanya),Trànsit,True,4,2,9,2.151166703,41.379197455,2019,"2017,2018,2019,2020,2021,2022,2023",7
20160,BORI I FONTESTA - GANDUXER (sentit Besòs),Bicis,False,1,5,26,2.13904738194647,41.3931168020563,2025,"2019,2020,2021,2022,2023,2024,2025",7
20161,GANDUXER - PL. SANT GREGORI TAUMATURG (sentit pujada),Bicis,False,1,5,26,2.13734377299748,41.3951464904568,2025,"2018,2020,2021,2022,2023,2025",6
20162,GANDUXER - MAÓ,Bicis,False,1,5,25,2.13066353713783,41.403770595181,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20163,GANDUXER - SANT CASIMIR,Bicis,False,1,5,25,2.13339008946377,41.4002450105761,2025,"2020,2021,2022,2023,2025",5
20164,PORTAL DE LA PAU - PG. JOSEP CARNER (sentit Besòs),Bicis,False,1,1,2,2.17768801177651,41.3760247561505,2025,"2018,2019,2020,2021,2022,2025",6
20165,PORTAL DE LA PAU - PG. COLOM (sentit Llobregat),Bicis,False,1,1,2,2.17766274540797,41.376027457999,2025,"2018,2019,2020,2021,2022,2023,2025",7
20166,PL. DRASSANES (sentit Besòs),Bicis,False,1,1,1,2.17562292019016,41.3740821882946,2025,"2018,2019,2020,2021,2022,2023,2025",7
20167,PL. DRASSANES (sentit Llobregat),Bicis,False,1,1,1,2.17564556573968,41.3740881153478,2025,"2018,2019,2020,2021,2022,2023,2025",7
20168,AV. MARIA CRISTINA - RIUS I TAULET (sentit muntanya),Bicis,False,1,3,11,2.15126425914805,41.3718765171967,2025,"2019,2020,2021,2022,2023,2024,2025",7
20169,AV. MARIA CRISTINA - PL. ESPANYA (sentit mar),Bicis,False,1,3,11,2.1512552329069,41.3718625790271,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
2017,SANTS - RIERA BLANCA (sentit Hospitalet),Trànsit,True,4,3,18,2.12239111942769,41.3756480686338,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20170,NAVAS DE TOLOSA- MALLORCA (sentit muntanya),Bicis,False,1,9,63,2.188202,41.414375,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20171,NAVAS DE TOLOSA- MURCIA (sentit mar),Bicis,False,1,9,63,2.188202,41.414375,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20172,NAVAS DE TOLOSA- BOFARULL (sentit mar),Bicis,False,1,9,63,2.187678,41.414745,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20173,NAVAS DE TOLOSA - MURCIA (sentit muntanya),Bicis,False,1,9,63,2.187678,41.414745,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20174,NAVAS DE TOLOSA- RIPOLLÉS (sentit mar),Bicis,False,1,9,63,2.186016,41.442297,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20175,NAVAS DE TOLOSA- J. ESTIVILL (sentit muntanya),Bicis,False,1,9,63,2.186016,41.442297,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20176,NAVAS DE TOLOSA - JUAN DE GARAY (sentit muntanya),Bicis,False,1,9,63,2.181334,41.41953,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
